Fecha,Hora,Duracion_(s),Cantidad_de_paquetes_enviados,Cantidad_de_paquetes_recibidos,Cantidad_de_paquetes_perdidos,%_de_perdida
16-02-2022,17-08-51,4.26,5,5,0,0.0
